Period,Day,Cases_Spain,DeathsAccum_Spain,RecoveredAccum_Spain,Cases_Madrid,Deaths_Madrid,Deaths_Spain,Recovered_Spain,CasesAccum_Madrid,DeathsAccum_Madrid,Cases_VariationRate_Madrid,Deaths_VariationRate_Madrid,CasesAccum_VariationRate_Madrid,DeathsAccum_VariationRate_Madrid,CasesAccum_Spain,Cases_VariationRate_Spain,CasesAccum_VariationRate_Spain,Deaths_VariationRate_Spain,DeathsAccum_VariationRate_Spain,Recovered_VariationRate_Spain,RecoveredAccum_VariationRate_Spain
2020-01-31,0,1.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,,,,,
2020-02-01,1,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-02,2,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-03,3,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-04,4,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-05,5,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-06,6,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-07,7,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-08,8,0.0,0.0,0.0,,,0.0,0.0,,,,,,,1.0,,0.0,,,,
2020-02-09,9,1.0,0.0,0.0,,,0.0,0.0,,,,,,,2.0,,100.0,,,,
2020-02-10,10,0.0,0.0,0.0,,,0.0,0.0,,,,,,,2.0,,0.0,,,,
2020-02-11,11,0.0,0.0,0.0,,,0.0,0.0,,,,,,,2.0,,0.0,,,,
2020-02-12,12,0.0,0.0,0.0,,,0.0,0.0,,,,,,,2.0,,0.0,,,,
2020-02-13,13,0.0,1.0,0.0,,,1.0,0.0,,,,,,,2.0,inf,0.0,inf,inf,,
2020-02-14,14,0.0,1.0,2.0,,,0.0,2.0,,,,,,,2.0,-100.0,0.0,-100.0,0.0,inf,inf
2020-02-15,15,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,-100.0,0.0
2020-02-16,16,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-17,17,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-18,18,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-19,19,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-20,20,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-21,21,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-22,22,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-23,23,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-24,24,0.0,1.0,2.0,,,0.0,0.0,,,,,,,2.0,,0.0,,0.0,,0.0
2020-02-25,25,3.0,1.0,2.0,,,0.0,0.0,,,,,,,5.0,,150.0,,0.0,,0.0
2020-02-26,26,5.0,1.0,2.0,,,0.0,0.0,,,,,,,10.0,,100.0,,0.0,,0.0
2020-02-27,27,7.0,1.0,2.0,,,0.0,0.0,,,,,,,17.0,,70.0,,0.0,,0.0
2020-02-28,28,16.0,1.0,2.0,,,0.0,0.0,,,,,,,33.0,,94.11764705882352,,0.0,,0.0
2020-02-29,29,17.0,1.0,2.0,,,0.0,0.0,,,,,,,50.0,,51.515151515151516,,0.0,,0.0
2020-03-01,30,23.0,1.0,2.0,,,0.0,0.0,,,,,,,73.0,,46.0,,0.0,,0.0
2020-03-02,31,46.0,1.0,3.0,,,0.0,1.0,,,,,,,119.0,,63.01369863013699,,0.0,inf,50.0
2020-03-03,32,31.0,1.0,3.0,,,0.0,0.0,,,,,,,150.0,,26.050420168067223,,0.0,-100.0,0.0
2020-03-04,33,48.0,1.0,3.0,21.0,,0.0,0.0,21.0,,,,,,198.0,,32.00000000000001,,0.0,,0.0
2020-03-05,34,39.0,3.0,10.0,20.0,,2.0,7.0,41.0,,-4.761904761904767,,95.23809523809523,,237.0,inf,19.696969696969703,inf,200.0,inf,233.33333333333334
2020-03-06,35,128.0,5.0,10.0,47.0,,2.0,0.0,88.0,,135.0,,114.63414634146343,,365.0,0.0,54.00843881856541,0.0,66.66666666666667,-100.0,0.0
2020-03-07,36,65.0,8.0,30.0,37.0,,3.0,20.0,125.0,,-21.276595744680847,,42.04545454545454,,430.0,50.0,17.808219178082197,50.0,60.00000000000001,inf,200.0
2020-03-08,37,159.0,17.0,30.0,28.0,,9.0,0.0,153.0,,-24.32432432432432,,22.4,,589.0,200.0,36.9767441860465,200.0,112.5,-100.0,0.0
2020-03-09,38,410.0,29.0,30.0,375.0,,12.0,0.0,528.0,,1239.2857142857142,,245.0980392156863,,999.0,33.33333333333333,69.6095076400679,33.33333333333333,70.58823529411764,,0.0
2020-03-10,39,623.0,36.0,135.0,205.0,,7.0,105.0,733.0,,-45.333333333333336,,38.82575757575757,,1622.0,-41.666666666666664,62.36236236236237,-41.666666666666664,24.13793103448276,inf,350.0
2020-03-11,40,380.0,50.0,138.0,242.0,,14.0,3.0,975.0,,18.048780487804873,,33.0150068212824,,2002.0,100.0,23.42786683107274,100.0,38.888888888888886,-97.14285714285714,2.2222222222222143
2020-03-12,41,966.0,84.0,189.0,364.0,,34.0,51.0,1339.0,,50.41322314049588,,37.33333333333333,,2968.0,142.85714285714283,48.25174825174825,142.85714285714283,68.0,1600.0,36.956521739130444
2020-03-13,42,1241.0,121.0,193.0,602.0,,37.0,4.0,1941.0,,65.38461538461537,,44.958924570575064,,4209.0,8.823529411764696,41.81266846361187,8.823529411764696,44.047619047619044,-92.15686274509804,2.1164021164021163
2020-03-14,43,1544.0,193.0,517.0,950.0,,72.0,324.0,2891.0,,57.80730897009967,,48.94384337970119,,5753.0,94.59459459459461,36.68329769541459,94.59459459459461,59.50413223140496,8000.0,167.8756476683938
2020-03-15,44,2000.0,292.0,517.0,604.0,,99.0,0.0,3495.0,,-36.421052631578945,,20.892424766516783,,7753.0,37.5,34.76447071093342,37.5,51.29533678756477,-100.0,0.0
2020-03-16,45,1398.0,309.0,530.0,621.0,,17.0,13.0,4116.0,,2.81456953642385,,17.768240343347628,,9151.0,-82.82828282828282,18.031729653037544,-82.82828282828282,5.821917808219168,inf,2.5145067698259194
2020-03-17,46,2027.0,491.0,1028.0,706.0,,182.0,498.0,4822.0,,13.687600644122377,,17.152575315840622,,11178.0,970.5882352941176,22.150584635558946,970.5882352941176,58.89967637540454,3730.7692307692305,93.9622641509434
2020-03-18,47,2538.0,598.0,1081.0,766.0,,107.0,53.0,5588.0,,8.498583569405094,,15.885524678556617,,13716.0,-41.208791208791204,22.705314009661826,-41.208791208791204,21.79226069246436,-89.35742971887551,5.155642023346307
2020-03-19,48,3431.0,767.0,1107.0,1140.0,,169.0,26.0,6728.0,,48.82506527415145,,20.40085898353614,,17147.0,57.94392523364487,25.014581510644508,57.94392523364487,28.260869565217384,-50.943396226415096,2.405180388529149
2020-03-20,49,2833.0,1002.0,1585.0,388.0,,235.0,478.0,7116.0,,-65.96491228070175,,5.766944114149819,,19980.0,39.053254437869825,16.521840555199162,39.053254437869825,30.63885267275097,1738.4615384615383,43.17976513098465
2020-03-21,50,4946.0,1326.0,2125.0,1756.0,,324.0,540.0,8872.0,,352.57731958762884,,24.676784710511512,,24926.0,37.87234042553192,24.75475475475475,37.87234042553192,32.335329341317376,12.970711297071125,34.069400630914835
2020-03-22,51,3646.0,1720.0,2575.0,781.0,,394.0,450.0,9653.0,,-55.52391799544418,,8.802975653742106,,28572.0,21.604938271604944,14.627296798523638,21.604938271604944,29.713423831070894,-16.666666666666664,21.176470588235286
2020-03-23,52,4517.0,2182.0,3355.0,873.0,,462.0,780.0,10526.0,,11.779769526248396,,9.04382057391484,,33089.0,17.25888324873097,15.80918381632368,17.25888324873097,26.860465116279066,73.33333333333334,30.291262135922324
2020-03-24,53,6584.0,2696.0,3794.0,1777.0,87.0,514.0,439.0,12303.0,87.0,103.55097365406642,,16.8820064601938,,39673.0,11.255411255411252,19.897851249660015,11.255411255411252,23.556370302474793,-43.717948717948715,13.08494783904619
2020-03-25,54,7937.0,3434.0,5367.0,2245.0,113.0,738.0,1573.0,14548.0,200.0,26.336522228474955,29.885057471264375,18.24758189059579,129.88505747126436,47610.0,43.57976653696498,20.00604945428881,43.57976653696498,27.373887240356076,258.3143507972665,41.460200316288876
2020-03-26,55,8578.0,4089.0,7015.0,2569.0,134.0,655.0,1648.0,17117.0,334.0,14.432071269487757,18.584070796460182,17.658784712675278,67.0,56188.0,-11.246612466124661,18.017223272421766,-11.246612466124661,19.073966220151426,4.76795931341385,30.70616731880007
2020-03-27,56,7871.0,4858.0,9357.0,2077.0,144.0,769.0,2342.0,19194.0,478.0,-19.151420786298168,7.462686567164178,12.134135654612365,43.11377245508983,64059.0,17.404580152671745,14.008329180607948,17.404580152671745,18.806554169723654,42.111650485436904,33.38560228082681
2020-03-28,57,8189.0,5690.0,12285.0,2277.0,175.0,832.0,2928.0,21471.0,653.0,9.62927298988927,21.527777777777768,11.86308221319161,36.610878661087874,72248.0,8.192457737321202,12.783527685414997,8.192457737321202,17.126389460683413,25.02134927412467,31.292080795126644
2020-03-29,58,6549.0,6528.0,14709.0,1157.0,207.0,838.0,2424.0,22628.0,860.0,-49.18752744839702,18.285714285714285,5.388663779050806,31.699846860643177,78797.0,0.7211538461538547,9.064610785073635,0.7211538461538547,14.727592267135314,-17.213114754098356,19.73137973137973
2020-03-30,59,6398.0,7340.0,16780.0,1413.0,236.0,812.0,2071.0,24041.0,1096.0,22.126188418323256,14.009661835748787,6.244475870602795,27.441860465116275,85195.0,-3.1026252983293534,8.119598461870382,-3.1026252983293534,12.438725490196067,-14.562706270627068,14.079815079203218
2020-03-31,60,9222.0,8189.0,19259.0,3419.0,248.0,849.0,2479.0,27460.0,1344.0,141.96744515215852,5.084745762711873,14.221538205565487,22.62773722627738,94417.0,4.556650246305427,10.824578907212867,4.556650246305427,11.566757493188007,19.70062771607919,14.77353992848629
2020-04-01,61,7719.0,9053.0,22647.0,2331.0,308.0,864.0,3388.0,29791.0,1652.0,-31.822170225212055,24.193548387096776,8.488710852148573,22.916666666666675,102136.0,1.7667844522968101,8.175434508616043,1.7667844522968101,10.55073879594579,36.668011294876955,17.591775273897923
2020-04-02,62,8102.0,10003.0,26743.0,2315.0,343.0,950.0,4096.0,32106.0,1995.0,-0.68640068640069,11.363636363636353,7.770803262730364,20.762711864406768,110238.0,9.953703703703699,7.93256050755855,9.953703703703699,10.493758974925438,20.897284533648165,18.086280743586336
2020-04-03,63,7472.0,10935.0,30513.0,2033.0,376.0,932.0,3770.0,34139.0,2371.0,-12.181425485961128,9.620991253644306,6.332149753940075,18.847117794486223,117710.0,-1.8947368421052602,6.77806201128468,-1.8947368421052602,9.317204838548431,-7.958984375,14.097146916950232
2020-04-04,64,7026.0,11744.0,34219.0,2061.0,426.0,809.0,3706.0,36200.0,2797.0,1.37727496310871,13.297872340425542,6.037083687278488,17.967102488401522,124736.0,-13.197424892703857,5.968906634950311,-13.197424892703857,7.398262459990845,-1.6976127320954881,12.145642840756409
2020-04-05,65,6023.0,12418.0,38080.0,1335.0,470.0,674.0,3861.0,37535.0,3267.0,-35.22561863173217,10.328638497652577,3.6878453038674097,16.803718269574542,130759.0,-16.687268232385666,4.828597998973838,-16.687268232385666,5.7391008174386915,4.182406907717207,11.283205236856709
2020-04-06,66,4273.0,13055.0,40437.0,1139.0,491.0,637.0,2357.0,38674.0,3758.0,-14.681647940074905,4.4680851063829685,3.034501132276546,15.029078665442297,135032.0,-5.489614243323437,3.26784389602246,-5.489614243323437,5.129650507328076,-38.95363895363896,6.189600840336129
2020-04-07,67,5478.0,13798.0,43208.0,1746.0,528.0,743.0,2771.0,40420.0,4286.0,53.29236172080773,7.535641547861505,4.51466101256659,14.050026609898891,140510.0,16.64050235478807,4.056816162094901,16.64050235478807,5.691306013021835,17.564700890963092,6.852634963028903
2020-04-08,68,6180.0,14555.0,48021.0,1981.0,605.0,757.0,4813.0,42401.0,4891.0,13.459335624284074,14.583333333333325,4.901039089559633,14.115725618292107,146690.0,1.8842530282638048,4.398263468792263,1.8842530282638048,5.486302362661255,73.69180801154818,11.139140899833366
2020-04-09,69,5756.0,15238.0,52165.0,1427.0,652.0,683.0,4144.0,43828.0,5543.0,-27.965673902069664,7.768595041322324,3.36548666305041,13.330607237783676,152446.0,-9.775429326287977,3.923921194355451,-9.775429326287977,4.692545517004465,-13.899854560565139,8.629557901751328
2020-04-10,70,4576.0,15843.0,55668.0,906.0,691.0,605.0,3503.0,44734.0,6234.0,-36.51016117729502,5.981595092024539,2.0671716710778387,12.466173552228032,157022.0,-11.420204978038061,3.001718641354967,-11.420204978038061,3.9703373146082077,-15.468146718146713,6.715230518546922
2020-04-11,71,4830.0,16353.0,59109.0,1066.0,737.0,510.0,3441.0,45800.0,6971.0,17.660044150110377,6.657018813314042,2.3829749184065774,11.822264998395893,161852.0,-15.702479338842979,3.0760020888792594,-15.702479338842979,3.2190872940730975,-1.7699115044247815,6.181289070920459
2020-04-12,72,4167.0,16972.0,62391.0,738.0,799.0,619.0,3282.0,46538.0,7770.0,-30.76923076923077,8.412483039348718,1.6113537117903975,11.461770190790421,166019.0,21.372549019607835,2.574574302449162,21.372549019607835,3.785238182596462,-4.620749782040101,5.552453941024216
